r,G
9.450000000000000000e+01,6.735892801902548799e-02
9.550000000000000000e+01,6.562449119916230478e-02
9.650000000000000000e+01,6.491488765210394474e-02
9.750000000000000000e+01,6.299564491945242040e-02
9.850000000000000000e+01,6.213659071460135574e-02
9.950000000000000000e+01,6.043255814153872252e-02
1.005000000000000000e+02,5.854164669962499956e-02
1.015000000000000000e+02,5.740371983984673271e-02
1.025000000000000000e+02,5.672531524669928438e-02
1.035000000000000000e+02,5.538246363438248387e-02
1.045000000000000000e+02,5.458550337725505408e-02
1.055000000000000000e+02,5.313644701241618251e-02
1.065000000000000000e+02,5.238969466786755347e-02
1.075000000000000000e+02,5.094128024227631557e-02
1.085000000000000000e+02,5.062525634947099423e-02
1.095000000000000000e+02,4.946612418728053850e-02
1.105000000000000000e+02,4.885422090692891767e-02
1.115000000000000000e+02,5.010838173004843882e-02
1.125000000000000000e+02,5.045064962280555038e-02
1.135000000000000000e+02,5.046658991802746574e-02
1.145000000000000000e+02,4.929890103695486886e-02
1.155000000000000000e+02,4.893046654938432855e-02
1.165000000000000000e+02,4.824886333018154477e-02
1.175000000000000000e+02,4.813793466307567798e-02
1.185000000000000000e+02,4.684217619717958442e-02
1.195000000000000000e+02,4.715038831003953018e-02
1.205000000000000000e+02,4.606817076557459534e-02
1.215000000000000000e+02,4.538353774778909611e-02
1.225000000000000000e+02,4.470294771110974730e-02
1.235000000000000000e+02,4.470125213282354765e-02
1.245000000000000000e+02,4.326275549733250847e-02
1.255000000000000000e+02,4.278742776391772362e-02
1.265000000000000000e+02,4.191478095656191866e-02
1.275000000000000000e+02,4.157864307337539450e-02
